_DATE,_NAME,MATCHGAME,PRE_DIFF_FORM,PRE_DIFF_GS,PRE_DIFF_GC,PRE_DIFF_ATTACK_STRENGTH,PRE_DIFF_DEFENCE_STRENGTH,PRE_DIFF_PTS,_SEASON,_LEAGUE,_description,_OUTPUT,averageAgeDiff,shotTotalDiff,shotOnGoalDiff,passTotalDiff,passLongDiff,passSuccessDiff,passForwardDiff,passBackwardDiff,passTargetFinalThirdDiff,passTargetMiddleThirdDiff,passTargetDefensiveThirdDiff,cornerFavourDiff,cornerAgainstDiff,foulReceivedDiff,foulCommitedDiff,assistShotDiff,assistShotIntentionalDiff,assistShotIntentionalGoalDiff,crossFavourTotalDiff,crossFavourSuccessDiff,crossAgainstTotalDiff,offsideCommittedDiff,offsideReceivedDiff,possessionAttackDiff,possessionTotalDiff,possessionDefenceDiff,interceptionDiff,cardYellowDiff,cardRedDiff,tackleTotalDiff,tackleSuccessDiff,dribbleTotalDiff,dribbleSuccessDiff,goalDiff
Sat. 27 Feb.,Wolfsburg v Bayern Munich,23,-0.3870967741935484,-24.0,18.0,-0.3963302752293577,0.29724770642201837,-28.0,2015..2016,ger,Wolfsburg v Bayern,2,-1.3000000000000007,0,3,-215,12,-214,-135,-95,-96,-118,-17,-6,6,-1,1,1,3,0,-15,-1,0,-3,0,-198,-222,-24,7,0,0,20,7,-19,-13,0
Sat. 5 Mar.,Wolfsburg v Mönchengladb.,25,-0.16129032258064513,-13.0,-9.0,-0.19532554257095158,-0.13522537562604336,-5.0,2015..2016,ger,Wolfsburg v Mönchengladb.,0,0.5999999999999979,-3,-5,-51,18,-64,-28,-19,-48,-44,46,0,0,2,-2,-5,-2,1,-3,-1,0,0,0,-103,-55,48,-11,-1,0,-3,1,3,4,1
Sat. 19 Mar.,Wolfsburg v Darmstadt,27,-0.016129032258064557,11.0,-7.0,0.1516079632465543,-0.09647779479326196,10.0,2015..2016,ger,Wolfsburg v Darmstadt,1,-2.400000000000002,2,0,205,-10,197,114,100,24,132,57,4,-4,-1,1,0,0,0,8,1,0,0,0,75,196,121,-8,1,0,2,4,2,2,0
Sat. 9 Apr.,Wolfsburg v FSV Mainz 05,29,-0.4838709677419355,0.0,2.0,0.0,0.02545968882602545,-6.0,2015..2016,ger,Wolfsburg v Mainz,1,0.6000000000000014,3,5,33,12,29,15,21,56,-2,-18,0,0,0,0,3,1,0,1,0,0,0,0,37,29,-8,-5,0,0,-6,-3,4,3,0
Sat. 23 Apr.,Wolfsburg v FC Augsburg,31,-0.6290322580645161,4.0,-7.0,0.047430830039525695,-0.08300395256916998,6.0,2015..2016,ger,Wolfsburg v Augsburg,2,-2.400000000000002,3,3,233,5,231,156,112,87,182,0,3,-3,9,-9,3,4,-1,18,4,0,0,0,203,213,10,-3,0,0,-6,-5,8,1,-1
Sat. 14 May.,Wolfsburg v Stuttgart,34,0.532258064516129,-5.0,-24.0,-0.05376344086021506,-0.25806451612903214,9.0,2015..2016,ger,Wolfsburg v Stuttgart,0,0.29999999999999716,6,1,76,18,72,43,39,6,48,29,2,-2,-1,1,5,5,2,2,3,0,0,0,23,89,66,-3,1,0,-6,-7,-1,-1,2
Sun. 29 Aug.,AC Milan v Lecce,1,0,0,0,0,0,0,2010..2011,ita,AC Milan v Lecce,0,2.5999999999999943,13,5,154,13,165,92,71,72,53,39,5,-5,-1,1,9,11,2,6,6,0,-1,0,136,170,34,0,0,0,-13,-8,12,5,3
Sat. 18 Sep.,AC Milan v Catania,3,-0.3333333333333333,1.0,-1.0,0.18867924528301894,-0.18867924528301883,0.0,2010..2011,ita,AC Milan v Catania,1,1.2000000000000028,-6,-5,140,26,144,97,53,111,55,-14,1,-1,0,0,-1,0,1,15,4,0,0,0,185,145,-40,1,0,0,-5,-6,2,-1,0
Sat. 25 Sep.,AC Milan v Genoa,5,0.0,2.0,-1.0,0.196078431372549,-0.0980392156862745,0.0,2010..2011,ita,AC Milan v Genoa,0,1.0,2,3,40,-9,40,11,25,22,4,9,-3,3,1,-1,2,2,0,-11,0,0,2,0,31,40,9,-3,0,0,-4,-4,3,0,0
Sat. 16 Oct.,AC Milan v Chievo Verona,7,0.45161290322580644,0.0,-1.0,0.0,-0.07092198581560288,1.0,2010..2011,ita,AC Milan v Chievo,0,1.1000000000000014,-2,-1,70,10,75,32,29,-16,56,21,0,0,1,-1,-1,0,2,-9,-2,0,0,0,4,70,66,-4,-1,0,4,2,-2,-2,2
Sat. 30 Oct.,AC Milan v Juventus,9,0.33870967741935487,-3.0,-3.0,-0.15873015873015872,-0.15873015873015872,5.0,2010..2011,ita,AC Milan v Juventus,2,2.799999999999997,4,1,89,12,89,44,54,41,30,26,3,-3,3,-3,4,5,-1,5,1,0,2,0,64,93,29,1,1,0,6,3,-2,-3,-1
Wed. 10 Nov.,AC Milan v Palermo,11,0.12903225806451613,1.0,-3.0,0.04484304932735417,-0.13452914798206278,6.0,2010..2011,ita,AC Milan v Palermo,0,4.099999999999998,-3,-3,51,20,48,19,34,32,16,4,-3,3,-4,4,-3,0,1,2,-1,0,1,0,55,57,2,5,1,0,4,4,-4,0,1
Sat. 20 Nov.,AC Milan v Fiorentina,13,0.22580645161290314,8.0,-2.0,0.31007751937984496,-0.07751937984496127,11.0,2010..2011,ita,AC Milan v Fiorentina,0,3.0,4,0,47,5,53,26,21,35,34,-19,2,-2,0,0,3,0,0,1,-2,0,0,0,59,52,-7,2,1,0,1,-1,1,-2,1
Sat. 4 Dec.,AC Milan v Brescia,15,0.43548387096774194,12.0,-5.0,0.37974683544303794,-0.15822784810126583,18.0,2010..2011,ita,AC Milan v Brescia,0,1.8000000000000043,7,2,145,-4,142,86,62,64,54,29,-2,2,-1,1,4,1,1,-1,-3,0,1,0,102,146,44,-1,-1,0,3,0,-3,-3,3
Sat. 18 Dec.,AC Milan v AS Roma,17,0.20967741935483863,8.0,-8.0,0.213903743315508,-0.21390374331550804,10.0,2010..2011,ita,AC Milan v Roma,2,0.19999999999999574,4,3,24,9,18,3,23,-21,41,8,2,-2,0,0,3,3,0,4,-1,0,3,0,-11,19,30,-3,-1,0,0,3,-2,3,0
Sun. 9 Jan.,AC Milan v Udinese,19,0.048387096774193616,7.0,-8.0,0.16746411483253598,-0.19138755980861244,13.0,2010..2011,ita,AC Milan v Udinese,1,1.5,-3,0,17,8,24,8,14,16,2,2,-5,5,-3,3,-4,-4,1,0,3,0,-1,0,35,22,-13,-1,0,0,2,3,6,1,0
Sun. 23 Jan.,AC Milan v Cesena,21,0.2258064516129032,20.0,-7.0,0.4219409282700422,-0.1476793248945148,22.0,2010..2011,ita,AC Milan v Cesena,0,-1.1000000000000014,4,2,38,-12,32,35,0,22,-1,11,-1,1,-3,3,4,2,0,-5,1,0,0,0,39,18,-21,-1,1,0,-1,1,5,2,-1
Tue. 1 Feb.,AC Milan v Lazio,23,0.24193548387096775,10.0,-3.0,0.1912045889101338,-0.05736137667304014,7.0,2010..2011,ita,AC Milan v Lazio,1,-0.5,1,-1,50,11,38,44,6,42,4,5,-1,1,3,-3,3,4,0,1,2,0,4,0,41,36,-5,-8,0,0,-1,-2,1,-1,0
Sat. 12 Feb.,AC Milan v Parma,25,0.2741935483870968,17.0,-11.0,0.29772329246935203,-0.19264448336252193,23.0,2010..2011,ita,AC Milan v Parma,0,0.6000000000000014,3,4,66,13,68,40,23,28,47,-14,2,-2,1,-1,3,3,2,-5,0,0,2,0,66,69,3,-6,0,0,5,4,1,-1,2
Mon. 28 Feb.,AC Milan v Napoli,27,-0.032258064516129004,5.0,-2.0,0.0802568218298555,-0.03210272873194214,3.0,2010..2011,ita,AC Milan v Napoli,0,1.2000000000000028,5,2,124,-3,121,80,43,40,63,22,0,0,-4,4,2,0,0,5,1,0,1,0,94,132,38,1,1,0,-10,-7,7,3,0
Sun. 13 Mar.,AC Milan v Bari,29,0.8225806451612904,35.0,-22.0,0.5162241887905605,-0.32448377581120946,45.0,2010..2011,ita,AC Milan v Bari,1,3.0,2,1,162,-7,158,101,79,79,94,6,3,-3,3,-3,-1,-1,-1,13,3,0,2,0,174,152,-22,-4,-1,0,-5,-3,2,2,-1
Sat. 2 Apr.,AC Milan v Inter Milan,31,-0.5161290322580645,-5.0,-10.0,-0.06934812760055475,-0.13869625520110956,2.0,2010..2011,ita,AC Milan v Inter,0,-1.1000000000000014,2,3,-35,-5,-40,-21,-11,-7,-28,2,-1,1,-3,3,2,0,0,1,2,0,2,0,-38,-38,0,-2,0,0,6,3,-4,-3,1
Sat. 16 Apr.,AC Milan v Sampdoria,33,0.7096774193548387,30.0,-13.0,0.38510911424903727,-0.16688061617458277,36.0,2010..2011,ita,AC Milan v Sampdoria,0,2.700000000000003,0,-1,242,23,240,148,111,121,101,37,4,-4,1,-1,-2,-2,0,15,3,0,2,0,176,247,71,-3,0,0,1,1,1,0,1
Sun. 1 May.,AC Milan v Bologna,35,0.9516129032258065,26.0,-23.0,0.31137724550898194,-0.2754491017964072,31.0,2010..2011,ita,AC Milan v Bologna,0,2.3999999999999986,7,3,126,11,133,75,56,36,73,22,4,-4,2,-2,5,3,0,6,0,0,0,0,81,138,57,3,-1,0,-10,-6,5,4,1
Sat. 14 May.,AC Milan v Cagliari,37,0.6935483870967742,19.0,-23.0,0.21324354657687988,-0.25813692480359146,34.0,2010..2011,ita,AC Milan v Cagliari,0,4.399999999999999,0,2,110,10,109,45,52,-3,64,38,1,-1,5,-5,1,3,1,-11,1,0,0,0,35,105,70,-7,0,0,-4,1,6,5,2
Sat. 28 Aug.,AS Roma v Cesena,1,0,0,0,0,0,0,2010..2011,ita,Roma v Cesena,1,1.1000000000000014,3,3,121,-1,110,86,32,18,82,21,0,0,8,-8,4,5,0,-5,1,0,2,0,73,115,42,5,0,0,-2,-2,-1,0,0
Sun. 19 Sep.,AS Roma v Bologna,3,0.0,0.0,2.0,0.0,0.37735849056603776,0.0,2010..2011,ita,Roma v Bologna,1,3.1000000000000014,3,1,-35,4,-24,-33,8,-16,-3,-6,4,-4,-5,5,3,3,1,5,-1,0,0,0,-34,-30,4,7,-1,0,-2,-1,2,1,1
Sat. 25 Sep.,AS Roma v Inter Milan,5,-0.8,-4.0,7.0,-0.3921568627450981,0.6862745098039216,-8.0,2010..2011,ita,Roma v Inter,0,1.8999999999999986,-3,-1,-33,-7,-36,-10,-17,27,-35,-21,-1,1,-8,8,-3,-1,0,6,3,0,-5,0,23,-35,-58,-1,-1,0,0,3,1,3,0
Sat. 16 Oct.,AS Roma v Genoa,7,-0.3225806451612903,-1.0,4.0,-0.07092198581560283,0.28368794326241126,-3.0,2010..2011,ita,Roma v Genoa,0,1.7999999999999972,3,4,37,4,33,11,25,24,0,14,2,-2,6,-6,0,1,0,1,-2,0,0,0,14,42,28,0,-1,0,-3,-2,0,1,1
Sat. 30 Oct.,AS Roma v Lecce,9,-0.11290322580645162,0.0,-1.0,0.0,-0.05291005291005291,-2.0,2010..2011,ita,Roma v Lecce,0,2.0,9,6,27,5,29,15,7,-14,20,13,4,-4,5,-5,7,2,0,-1,2,0,1,0,14,37,23,-4,0,0,5,4,2,-1,0
Wed. 10 Nov.,AS Roma v Fiorentina,11,0.12903225806451613,1.0,2.0,0.04484304932735428,0.0896860986547085,3.0,2010..2011,ita,Roma v Fiorentina,0,1.0999999999999943,8,1,91,10,95,75,22,56,29,12,-1,1,0,0,6,7,0,9,-1,0,-1,0,80,102,22,3,-3,0,5,1,-1,-4,1
Sat. 20 Nov.,AS Roma v Udinese,13,0.048387096774193616,2.0,3.0,0.07751937984496127,0.1162790697674419,2.0,2010..2011,ita,Roma v Udinese,0,3.1999999999999957,4,-1,49,-4,40,31,18,-6,36,19,-3,3,0,0,4,0,0,-4,-1,0,-2,0,1,50,49,0,-1,0,-6,-1,5,5,1
Sun. 12 Dec.,AS Roma v Bari,16,0.30645161290322576,10.0,-4.0,0.2898550724637681,-0.11594202898550732,13.0,2010..2011,ita,Roma v Bari,0,4.9999999999999964,5,3,-25,-22,-25,1,-16,46,-35,-26,1,-1,3,-3,2,1,1,9,5,0,-2,0,21,-32,-53,-5,0,0,-3,-2,-1,1,1
Thu. 6 Jan.,AS Roma v Catania,18,0.29032258064516125,8.0,2.0,0.20460358056265987,0.051150895140664954,8.0,2010..2011,ita,Roma v Catania,0,2.3999999999999986,-5,1,117,3,103,54,55,4,76,28,-4,4,4,-4,-4,-2,-2,-7,-2,0,-1,0,32,94,62,-5,-1,0,-3,-3,2,0,-1
Sat. 22 Jan.,AS Roma v Cagliari,21,-0.06451612903225801,4.0,5.0,0.08438818565400841,0.10548523206751048,9.0,2010..2011,ita,Roma v Cagliari,0,3.299999999999997,-4,-4,31,9,43,17,20,18,16,3,-3,3,-3,3,-6,-4,0,-1,-1,0,-1,0,27,24,-3,-4,-2,0,-6,-7,2,-1,1
Wed. 2 Feb.,AS Roma v Brescia,23,0.8064516129032258,15.0,-6.0,0.2868068833652008,-0.11472275334608029,23.0,2010..2011,ita,Roma v Brescia,1,0.5,3,3,-7,4,-13,3,-1,-10,10,2,1,-1,1,-1,3,3,0,2,3,0,-4,0,-12,-15,-3,-7,-1,0,1,2,2,1,0
Sat. 12 Feb.,AS Roma v Napoli,25,-0.3709677419354839,-2.0,8.0,-0.035026269702276625,0.14010507880910683,-4.0,2010..2011,ita,Roma v Napoli,2,1.3999999999999986,-4,-1,41,-1,32,43,5,9,21,18,-4,4,0,0,-2,0,0,-3,1,0,0,0,7,27,20,-1,-2,0,-6,-7,6,-1,0
Sun. 27 Feb.,AS Roma v Parma,27,-0.25806451612903225,14.0,0.0,0.2247191011235955,0.0,15.0,2010..2011,ita,Roma v Parma,1,0.5999999999999943,7,2,85,4,87,42,28,5,32,34,-1,1,-1,1,4,2,0,-4,2,0,-2,0,20,90,70,-4,0,0,5,7,0,2,2
Sun. 13 Mar.,AS Roma v Lazio,29,-0.08064516129032262,8.0,16.0,0.11799410029498525,0.2359882005899705,-5.0,2010..2011,ita,Roma v Lazio,0,1.8999999999999986,1,1,61,9,52,27,14,18,11,14,-5,5,2,-2,1,0,0,-14,0,0,-2,0,49,66,17,8,1,0,-4,-4,-3,0,0
Sun. 3 Apr.,AS Roma v Juventus,31,0.032258064516129004,2.0,3.0,0.0277392510402219,0.04160887656033285,5.0,2010..2011,ita,Roma v Juventus,2,2.200000000000003,3,4,66,1,65,46,16,24,65,-25,-1,1,1,-1,7,4,0,-6,0,0,-1,0,92,62,-30,1,0,0,10,7,-4,-3,0
Sat. 16 Apr.,AS Roma v Palermo,33,0.29032258064516125,2.0,-8.0,0.025673940949935803,-0.10269576379974321,9.0,2010..2011,ita,Roma v Palermo,2,4.299999999999997,-3,1,49,3,45,54,0,7,13,35,0,0,0,0,-1,0,0,2,1,0,1,0,22,35,13,-9,1,0,0,-2,-3,-2,0
Sat. 23 Apr.,AS Roma v Chievo Verona,34,-0.3225806451612903,19.0,13.0,0.2348578491965389,0.1606922126081583,14.0,2010..2011,ita,Roma v Chievo,0,1.3000000000000043,10,4,90,11,85,39,51,11,44,34,-2,2,4,-4,8,7,1,-4,2,0,1,0,45,97,52,6,0,0,4,0,-4,-4,1
Sat. 7 May.,AS Roma v AC Milan,36,-0.16129032258064513,-6.0,26.0,-0.06928406466512704,0.3002309468822171,-18.0,2010..2011,ita,Roma v AC Milan,1,-0.8999999999999986,1,1,-184,-17,-168,-85,-86,-32,-111,-28,0,0,-1,1,1,0,0,8,2,0,0,0,-101,-163,-62,5,0,0,-2,1,4,3,0
Sun. 22 May.,AS Roma v Sampdoria,38,0.1935483870967742,24.0,5.0,0.2614379084967321,0.05446623093681924,24.0,2010..2011,ita,Roma v Sampdoria,0,2.200000000000003,6,3,88,-10,86,52,46,59,39,-1,3,-3,-3,3,5,4,0,-1,3,0,0,0,96,85,-11,-4,1,0,-5,-6,6,-1,0
Sun. 29 Aug.,Bari v Juventus,1,0,0,0,0,0,0,2010..2011,ita,Bari v Juventus,0,0.5999999999999943,-1,-1,52,15,46,10,39,-43,5,85,-2,2,4,-4,0,-1,0,-11,-4,0,3,0,-63,39,102,1,-1,0,3,0,-7,-3,1
Sun. 19 Sep.,Bari v Cagliari,3,-0.16666666666666674,-2.0,1.0,-0.37735849056603776,0.18867924528301888,0.0,2010..2011,ita,Bari v Cagliari,1,1.5,-2,-1,-14,28,-16,-9,-4,5,-57,35,1,-1,-2,2,1,0,0,-1,-1,0,1,0,-51,-16,35,-1,0,0,3,4,2,1,0
Sun. 26 Sep.,Bari v Brescia,5,-0.6666666666666667,-3.0,1.0,-0.29411764705882354,0.0980392156862745,-4.0,2010..2011,ita,Bari v Brescia,0,-1.2999999999999972,-2,1,80,30,71,45,31,-7,46,36,1,-1,3,-3,3,3,1,-2,1,0,-1,0,-28,62,90,-4,-2,0,15,7,-7,-8,0
Sun. 17 Oct.,Bari v Lazio,7,-0.629032258064516,-2.0,4.0,-0.1418439716312056,0.28368794326241126,-5.0,2010..2011,ita,Bari v Lazio,2,-0.7000000000000028,3,4,74,10,70,3,69,11,26,35,2,-2,-4,4,0,0,0,-5,1,0,0,0,-1,75,76,9,0,0,1,-1,1,-2,0
Sun. 31 Oct.,Bari v Udinese,9,-0.8709677419354838,1.0,3.0,0.05291005291005291,0.15873015873015872,-2.0,2010..2011,ita,Bari v Udinese,2,1.2000000000000028,0,0,123,8,119,82,53,46,67,21,-1,1,1,-1,0,-2,0,7,-2,0,0,0,111,108,-3,-2,1,0,-10,-10,3,0,-1
Sun. 7 Nov.,Bari v AC Milan,10,-0.4516129032258065,-7.0,7.0,-0.3465346534653465,0.34653465346534656,-9.0,2010..2011,ita,Bari v AC Milan,2,-4.0,0,1,28,7,30,24,10,21,-13,26,0,0,2,-2,0,0,-2,5,1,0,0,0,4,26,22,-4,1,0,0,-1,-2,-1,-2
Sun. 14 Nov.,Bari v Parma,12,-0.3709677419354839,2.0,8.0,0.08298755186721996,0.3319502074688797,-2.0,2010..2011,ita,Bari v Parma,2,-2.700000000000003,5,6,-63,2,-69,-42,-25,-25,-56,16,-1,1,0,0,4,-1,-1,-6,-2,0,0,0,-33,-83,-50,12,-2,0,-1,0,-1,1,-1
Sun. 28 Nov.,Bari v Cesena,14,-0.06451612903225806,0.0,3.0,0.0,0.10526315789473684,-2.0,2010..2011,ita,Bari v Cesena,1,-1.0999999999999943,-4,-1,-9,-12,-8,5,-23,-33,-7,21,-5,5,-4,4,-1,-2,0,-8,0,0,2,0,-51,-12,39,2,1,0,-1,1,6,2,0
Sun. 19 Dec.,Bari v Palermo,17,-0.6774193548387097,-18.0,4.0,-0.48128342245989303,0.106951871657754,-16.0,2010..2011,ita,Bari v Palermo,1,-0.5,-6,-2,-81,16,-74,-50,-40,-64,-85,55,2,-2,1,-1,-4,-1,0,-2,0,0,0,0,-127,-63,64,5,-1,0,-10,-3,5,7,-1
Sun. 9 Jan.,Bari v Bologna,19,0.17741935483870963,-5.0,2.0,-0.11961722488038279,0.04784688995215314,-8.0,2010..2011,ita,Bari v Bologna,2,-0.40000000000000213,-1,2,-134,13,-134,-79,-55,-55,-102,20,-2,2,2,-2,1,1,-1,-10,0,0,3,0,-133,-127,6,5,0,0,2,3,0,1,-1
Sun. 23 Jan.,Bari v Napoli,21,-0.4516129032258065,-17.0,10.0,-0.3586497890295358,0.21097046413502107,-23.0,2010..2011,ita,Bari v Napoli,2,-0.5,-5,-2,-6,19,-15,-7,5,13,-45,29,-2,2,-7,7,-5,-3,-1,-1,-3,0,0,0,-33,-22,11,6,2,0,-3,-3,2,0,-1
Thu. 3 Feb.,Bari v Inter Milan,23,-0.7096774193548387,-24.0,9.0,-0.45889101338432126,0.17208413001912032,-27.0,2010..2011,ita,Bari v Inter,2,-1.7999999999999972,-1,-1,-39,7,-33,-20,-15,-2,-16,-21,-1,1,-2,2,-2,1,0,2,2,0,2,0,-2,-28,-26,3,1,0,0,-1,-3,-1,0
Sun. 13 Feb.,Bari v Genoa,25,-0.41935483870967744,-6.0,17.0,-0.10507880910683012,0.29772329246935203,-17.0,2010..2011,ita,Bari v Genoa,1,-0.6000000000000014,-4,-2,-30,-6,-28,-7,-13,9,-37,7,-2,2,1,-1,-3,-3,0,0,-2,0,2,0,-34,-38,-4,4,2,0,3,1,-8,-2,0
Sun. 27 Feb.,Bari v Fiorentina,27,-0.5161290322580645,-14.0,12.0,-0.2247191011235955,0.1926163723916534,-18.0,2010..2011,ita,Bari v Fiorentina,1,1.0,1,1,47,1,56,44,17,46,15,2,1,-1,0,0,-1,0,-1,12,3,0,1,0,65,47,-18,0,0,0,-9,-4,9,5,-1
Sun. 20 Mar.,Bari v Chievo Verona,30,0.2096774193548387,-12.0,12.0,-0.17142857142857146,0.17142857142857149,-15.0,2010..2011,ita,Bari v Chievo,2,-2.200000000000003,2,2,19,-6,18,13,9,-6,1,27,0,0,5,-5,2,1,0,0,2,0,-1,0,-2,5,7,-3,-1,0,-9,-7,5,2,0
Sun. 10 Apr.,Bari v Catania,32,-0.08064516129032251,-10.0,6.0,-0.133155792276964,0.07989347536617841,-15.0,2010..2011,ita,Bari v Catania,1,0.09999999999999432,2,3,58,18,72,20,47,52,4,12,6,-6,3,-3,4,1,1,5,1,0,0,0,95,81,-14,10,0,0,-9,-8,7,1,0
Sat. 23 Apr.,Bari v Sampdoria,34,0.2096774193548387,-6.0,9.0,-0.07416563658838066,0.11124845488257101,-11.0,2010..2011,ita,Bari v Sampdoria,2,1.3000000000000007,1,-1,16,-1,30,2,22,3,-4,25,1,-1,-6,6,1,0,0,1,1,0,-1,0,-30,24,54,10,0,0,9,4,-7,-5,0
Sun. 1 May.,Bari v AS Roma,35,-0.532258064516129,-32.0,2.0,-0.38323353293413165,0.0239520958083832,-35.0,2010..2011,ita,Bari v Roma,2,-3.3999999999999986,-3,-4,30,4,23,4,25,-6,32,2,-1,1,0,0,-2,0,1,1,6,0,1,0,9,37,28,3,0,0,9,5,-6,-4,1
Sun. 15 May.,Bari v Lecce,37,-0.5645161290322581,-19.0,-8.0,-0.21324354657687994,-0.08978675645342316,-17.0,2010..2011,ita,Bari v Lecce,2,-1.5,-5,-5,51,-3,48,18,19,-12,24,25,-4,4,3,-3,-2,-1,0,-9,-1,0,-2,0,13,52,39,-4,0,0,-5,-2,2,3,0
Mon. 30 Aug.,Bologna v Inter Milan,1,0,0,0,0,0,0,2010..2011,ita,Bologna v Inter,1,-3.6000000000000014,-3,-3,-113,-2,-118,-58,-54,-36,-49,-28,-1,1,1,-1,-1,-1,0,0,4,0,0,0,-81,-105,-24,1,0,0,-3,-2,4,1,0
Wed. 22 Sep.,Bologna v Udinese,4,0.35714285714285715,2.0,-2.0,0.26315789473684215,-0.26315789473684215,2.0,2010..2011,ita,Bologna v Udinese,0,0.19999999999999574,-2,-5,41,-2,39,40,10,11,17,20,1,-1,8,-8,-4,0,0,8,2,0,4,0,-1,57,58,7,0,0,-5,-2,3,3,0
Sun. 3 Oct.,Bologna v Sampdoria,6,0.14516129032258068,0.0,2.0,0.0,0.15748031496062986,0.0,2010..2011,ita,Bologna v Sampdoria,1,0.7000000000000028,2,1,20,-10,19,11,10,3,20,-1,-1,1,1,-1,2,1,0,-2,1,0,1,0,21,14,-7,-5,2,0,-2,-2,-1,0,1
Sun. 24 Oct.,Bologna v Juventus,8,-0.532258064516129,-8.0,3.0,-0.47619047619047616,0.1785714285714285,-4.0,2010..2011,ita,Bologna v Juventus,1,-1.5,-8,-3,2,23,-9,-6,5,-26,0,23,-2,2,-4,4,-3,-4,0,-11,-6,0,1,0,-55,-23,32,-4,0,0,-2,-8,-6,-6,0
Sat. 6 Nov.,Bologna v Lecce,10,-0.16129032258064513,1.0,-1.0,0.04950495049504949,-0.04950495049504955,-3.0,2010..2011,ita,Bologna v Lecce,0,-0.8999999999999986,6,2,30,-10,39,27,11,27,0,10,1,-1,3,-3,1,3,0,9,0,0,2,0,19,43,24,-5,0,0,2,2,1,0,0
Sun. 14 Nov.,Bologna v Brescia,12,-0.09677419354838707,0.0,1.0,0.0,0.04149377593360992,0.0,2010..2011,ita,Bologna v Brescia,0,-1.3999999999999986,-3,-2,35,-14,16,39,-5,21,8,4,-1,1,-4,4,-4,-4,0,-4,0,0,0,0,19,20,1,2,1,0,6,4,-4,-2,0
Wed. 8 Dec.,Bologna v Chievo Verona,14,-0.40322580645161293,-1.0,8.0,-0.03508771929824561,0.2807017543859648,-5.0,2010..2011,ita,Bologna v Chievo,0,-3.200000000000003,4,3,46,-4,51,17,19,33,13,-10,0,0,8,-8,1,-1,0,-3,0,0,1,0,48,54,6,1,-1,0,0,4,5,4,1
Sun. 12 Dec.,Bologna v AC Milan,16,-0.032258064516129004,-10.0,8.0,-0.28985507246376824,0.23188405797101447,-13.0,2010..2011,ita,Bologna v AC Milan,2,-3.700000000000003,-7,-2,-121,-2,-131,-73,-50,-8,-84,-30,-1,1,1,-1,-6,-5,-2,2,0,0,0,0,-41,-140,-99,0,0,0,-8,-4,4,4,-2
Thu. 6 Jan.,Bologna v Fiorentina,18,0.29032258064516125,-1.0,4.0,-0.025575447570332477,0.10230179028133002,2.0,2010..2011,ita,Bologna v Fiorentina,1,-0.19999999999999574,0,0,-8,11,-5,-25,11,-6,14,-23,0,0,2,-2,-1,-2,1,-6,-1,0,0,0,-5,11,16,11,0,0,-13,-7,7,6,1
Sun. 23 Jan.,Bologna v Lazio,21,-0.29032258064516125,-6.0,10.0,-0.12658227848101267,0.21097046413502102,-12.0,2010..2011,ita,Bologna v Lazio,0,-0.7999999999999972,5,1,8,5,19,0,26,55,-43,18,4,-4,-4,4,4,1,0,15,5,0,-2,0,49,27,-22,2,-1,0,-12,-9,7,3,1
Wed. 23 Feb.,Bologna v AS Roma,22,-0.17741935483870963,-8.0,5.0,-0.1619433198380567,0.10121457489878544,-10.0,2010..2011,ita,Bologna v Roma,2,-3.4999999999999964,-2,0,51,-14,37,43,21,39,11,13,2,-2,-5,5,0,-1,0,8,2,0,-3,0,43,35,-8,2,-1,0,-1,-1,0,0,-1
Sun. 6 Feb.,Bologna v Catania,24,0.12903225806451613,5.0,1.0,0.09259259259259256,0.0185185185185186,6.0,2010..2011,ita,Bologna v Catania,0,1.3000000000000043,2,2,34,-9,40,16,22,-8,43,3,3,-3,8,-8,-2,-1,1,6,1,0,0,0,37,42,5,-5,-2,0,2,5,4,3,1
Sat. 19 Feb.,Bologna v Palermo,26,-0.06451612903225806,-18.0,-1.0,-0.29850746268656714,-0.016583747927031434,-8.0,2010..2011,ita,Bologna v Palermo,0,3.1000000000000014,0,-3,3,-2,13,6,6,40,-15,-12,0,0,5,-5,-3,-2,0,15,0,0,-1,0,54,19,-35,8,-3,0,-15,-12,3,3,0
Sun. 6 Mar.,Bologna v Cagliari,28,0.17741935483870974,-4.0,6.0,-0.061349693251533666,0.09202453987730064,0.0,2010..2011,ita,Bologna v Cagliari,1,1.5000000000000036,2,1,4,-3,-5,1,-5,11,-17,2,-2,2,0,0,-2,-1,0,-7,-2,0,1,0,14,-7,-21,1,0,0,0,2,3,2,1
Sun. 20 Mar.,Bologna v Genoa,30,0.24193548387096775,4.0,4.0,0.057142857142857106,0.05714285714285722,4.0,2010..2011,ita,Bologna v Genoa,1,-1.3999999999999986,-4,-1,72,6,65,47,27,-18,55,36,-2,2,4,-4,-5,-3,0,-5,-2,0,-1,0,2,63,61,0,0,0,-11,-6,5,5,0
Sun. 10 Apr.,Bologna v Napoli,32,-0.6129032258064515,-16.0,10.0,-0.21304926764314253,0.13315579227696406,-19.0,2010..2011,ita,Bologna v Napoli,2,-1.2000000000000028,-3,-1,-15,-11,-18,-15,-11,-12,-22,7,-7,7,2,-2,-1,1,0,-17,-1,0,0,0,-37,-16,21,-2,-1,0,0,1,1,1,-2
